,Open,High,Low,Close,Volume,Ticker,Daily_Return,Log_Return,MA_20,MA_50,Volatility_30,Signal,Position_Change,Strategy_Return,Buy_Hold_Return,Strategy_Cumulative_Return,Buy_Hold_Cumulative_Return
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,112117500,AAPL,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,89113600,AAPL,0.010314231379827232,0.010261402643368283,,,,0,0.0,0.0,0.010314231379827232,0.0,0.010314231379827232
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,80962700,AAPL,-0.010604653061194957,-0.010661283111650382,,,,0,0.0,-0.0,-0.010604653061194957,0.0,-0.0003998005267437099
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,87754700,AAPL,0.036794101724815675,0.036133357676866824,,,,0,0.0,0.0,0.036794101724815675,0.0,0.03637959089682141
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,70790800,AAPL,0.004088865910060413,0.004080529215203643,,,,0,0.0,0.0,0.004088865910060413,0.0,0.04061720807592173
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,63896200,AAPL,0.004456410743407302,0.004446510347639705,,,,0,0.0,0.0,0.004456410743407302,0.0,0.04525462578176587
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,69458900,AAPL,0.02111229140844828,0.020892514925815384,,,,0,0.0,0.0,0.02111229140844828,0.0,0.06732234603729914
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,71379600,AAPL,-0.0005993095195339082,-0.0005994891772679897,,,,0,0.0,-0.0,-0.0005993095195339082,0.0,0.06668268959490775
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,57809700,AAPL,0.010119112567793076,0.010068257135029462,,,,0,0.0,0.0,0.010119112567793076,0.0,0.07747657180503498
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,63646600,AAPL,0.008756366745847899,0.008718252102151425,,,,0,0.0,0.0,0.008756366745847899,0.0,0.08691135182781884
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,69672800,AAPL,-0.005369984658148752,-0.005384454852158148,,,,0,0.0,-0.0,-0.005369984658148752,0.0,0.08107465454373575
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,58280400,AAPL,0.00044373608175840573,0.0004436376600177206,,,,0,0.0,0.0,0.00044373608175840573,0.0,0.08155436637503133
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,80223600,AAPL,0.01922074933545259,0.019038364081683426,,,,0,0.0,0.0,0.01922074933545259,0.0,0.10234265174378998
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,81760300,AAPL,0.02350043960188808,0.023228555627554673,,,,0,0.0,0.0,0.02350043960188808,0.0,0.12824818865167997
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,66435100,AAPL,0.010063058343160014,0.010012762907375555,,,,0,0.0,0.0,0.010063058343160014,0.0,0.13960181599964638
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,65799300,AAPL,-0.00470075194473818,-0.004711835225971918,,,,0,0.0,-0.0,-0.00470075194473818,0.0,0.13424483054685887
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,54105100,AAPL,0.014803370185255682,0.014694869771428311,,,,0,0.0,0.0,0.014803370185255682,0.0,0.15103547665415662
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,70555800,AAPL,0.013684258613779976,0.0135914746418463,,,,0,0.0,0.0,0.013684258613779976,0.0,0.16678654379032753
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,64015300,AAPL,-0.020078070464177533,-0.0202823742298003,,,,0,0.0,-0.0,-0.020078070464177533,0.0,0.14335972134745112
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,65874500,AAPL,0.009020932070858745,0.008980486518885233,135.77899932861328,,,0,0.0,0.0,0.009020932070858745,0.0,0.15367389172628254
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,77663600,AAPL,0.007900751560697472,0.007869704048322388,136.79699897766113,,,0,0.0,0.0,0.007900751560697472,0.0,0.1627887825268748
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,118339000,AAPL,0.03706260688917107,0.036392300510034066,138.0199993133545,,,0,0.0,0.0,0.03706260688917107,0.0,0.20588476606880612
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154357300,AAPL,0.024399897209064214,0.024106975000651183,139.49399948120117,,,0,0.0,0.0,0.024399897209064214,0.0,0.23530823040686144
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,69858300,AAPL,-0.01792883024246561,-0.018091498958964447,140.59949951171876,,,0,0.0,-0.0,-0.01792883024246561,0.0,0.21316059884677618
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,83322600,AAPL,0.019244699473851767,0.0190618622856037,141.82449951171876,,,0,0.0,0.0,0.019244699473851767,0.0,0.2365075099851004
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,64120100,AAPL,-0.017652737376545935,-0.017810405213165126,142.88399963378907,,,0,0.0,-0.0,-0.017652737376545935,0.0,0.21467976764720675
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,56007100,AAPL,-0.006911552556695955,-0.0069355479636618615,143.75299911499025,,,0,0.0,-0.0,-0.006911552556695955,0.0,0.20628444459355788
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,57450700,AAPL,0.0009279472007650558,0.0009275169239235722,144.63299865722655,,,0,0.0,0.0,0.0009279472007650558,0.0,0.20740381286724485
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,62199000,AAPL,0.01880677902118011,0.01863211802837362,145.58749923706054,,,0,0.0,0.0,0.01880677902118011,0.0,0.23011118956516952
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,61707600,AAPL,-0.004224953717818392,-0.004233904053509201,146.45049896240235,,,0,0.0,-0.0,-0.004224953717818392,0.0,0.2249140267214862
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,65573800,AAPL,0.013903426404976438,0.0138076604015739,147.4564987182617,,0.014652587968156073,0,0.0,0.0,0.013903426404976438,0.0,0.24194452874443173
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,68167900,AAPL,-0.010429376798369527,-0.010484143872342174,148.37849884033204,,0.014993448655672289,0,0.0,-0.0,-0.010429376798369527,0.0,0.22899182129148254
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,59144100,AAPL,-0.007546702305912589,-0.007575322747986234,149.11249923706055,,0.01488200726281614,0,0.0,-0.0,-0.007546702305912589,0.0,0.2197169858797945
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,58867200,AAPL,-0.026679824600448265,-0.027042190904412126,149.48099899291992,,0.014976893071749221,0,0.0,-0.0,-0.026679824600448265,0.0,0.1871751506343342
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,51011300,AAPL,0.0028960664530148783,0.0028918809316494888,149.79999923706055,,0.014980007344985972,0,0.0,0.0,0.0028960664530148783,0.0,0.19061328876193917
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,48394200,AAPL,0.0032905125399556034,0.0032851106503145153,150.1769989013672,,0.014981922921638424,0,0.0,0.0,0.0032905125399556034,0.0,0.1945310167188481
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,55469600,AAPL,-0.018005269695533066,-0.018169336930799952,150.3144989013672,,0.015193126786642967,0,0.0,-0.0,-0.018005269695533066,0.0,0.17302316360314585
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,44998500,AAPL,0.008247504598905886,0.008213679785789116,150.41399917602538,,0.015201411909379762,0,0.0,0.0,0.008247504598905886,0.0,0.18269767753958588
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,50547000,AAPL,-0.003447772533457294,-0.0034537297979819336,150.63449935913087,,0.015201320217491578,0,0.0,-0.0,-0.003447772533457294,0.0,0.17862000497158115
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,55479000,AAPL,-0.014246021649447993,-0.014348470370965045,150.6854995727539,,0.01548400672247626,0,0.0,-0.0,-0.014246021649447993,0.0,0.1618293588642834
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,52238100,AAPL,0.0041291453691869595,0.004120643843103321,150.70950012207032,,0.015417893874827438,0,0.0,0.0,0.0041291453691869595,0.0,0.16662672118122335
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,70732300,AAPL,0.035090089703815774,0.0344884661213861,150.71999969482422,,0.016505655722927847,0,0.0,0.0,0.035090089703815774,0.0,0.20756375747834088
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,87558000,AAPL,0.01853938339660255,0.018369623975035526,150.68649978637694,,0.016484175643922405,0,0.0,0.0,0.01853938339660255,0.0,0.22995124495407393
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,56182000,AAPL,-0.014496494188358522,-0.014602595001837332,150.68000030517578,,0.01637679011680301,0,0.0,-0.0,-0.014496494188358522,0.0,0.21212126387963282
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,47204800,AAPL,0.00837723590066819,0.008342341603068149,150.59100036621095,,0.016352897146451315,0,0.0,0.0,0.00837723590066819,0.0,0.22227548964736865
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,53833600,AAPL,-0.014914625839747453,-0.015026967291677991,150.5245002746582,,0.01661152895596538,0,0.0,-0.0,-0.014914625839747453,0.0,0.20404570804618394
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,68572400,AAPL,-0.0138787196275717,-0.013975929537563428,150.40600051879883,,0.016681936845799487,0,0.0,-0.0,-0.0138787196275717,0.0,0.1873350952454298
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,84457100,AAPL,0.013266001486216261,0.013178778640633647,150.37900085449218,,0.01667128823721067,0,0.0,0.0,0.013266001486216261,0.0,0.20308628438359233
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,73695900,AAPL,0.01408915464869298,0.013990825020587742,150.31600036621094,,0.01633436409620777,0,0.0,0.0,0.01408915464869298,0.0,0.22003675309999426
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,77167900,AAPL,0.0026214638237991306,0.002618033780690968,150.30550079345704,144.79339965820313,0.01628520221141828,1,1.0,0.0,0.0026214638237991306,0.0,0.2232350353119512
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,76161100,AAPL,0.018694035607962345,0.018521449691435207,150.33150100708008,145.40899978637697,0.016535507201412763,1,0.0,0.018694035607962345,0.018694035607962345,0.018694035607962345,0.24610223461897984
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,98944600,AAPL,-0.00545400109224925,-0.00546892845685537,150.39600067138673,145.98179977416993,0.015236828441098646,1,0.0,-0.00545400109224925,-0.00545400109224925,0.01313807722508864,0.23930599167031374
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,73641400,AAPL,0.015483831590221708,0.015365180286954876,150.63850021362305,146.62939971923828,0.01484710992958622,1,0.0,0.015483831590221708,0.015483831590221708,0.02882533659048292,0.2584951969340896
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300,AAPL,0.011944122971497162,0.011873354885857336,151.17850036621093,147.22259979248048,0.01455162032665124,1,0.0,0.011944122971497162,0.011944122971497162,0.04111375292691166,0.273526818325309
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800,AAPL,-0.009103446505241086,-0.009145136079797108,151.6245002746582,147.77619995117186,0.014292636573777743,1,0.0,-0.009103446505241086,-0.009103446505241086,0.03163602957127076,0.2619333350616946
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100,AAPL,0.006969466083539766,0.006945291611907683,152.10100021362305,148.34019989013672,0.013899365891805697,1,0.0,0.006969466083539766,0.006969466083539766,0.038825981889925254,0.2707283366400952
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500,AAPL,0.008305589788276002,0.008271288176609921,152.7779998779297,148.87539978027343,0.013855712114148043,1,0.0,0.008305589788276002,0.008305589788276002,0.04745404435690603,0.28128248493656605
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300,AAPL,-0.012293299349161457,-0.012369486995857677,153.29599990844727,149.3727996826172,0.014102512438266003,1,0.0,-0.012293299349161457,-0.012293299349161457,0.034577378235136846,0.2655312957984033
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200,AAPL,-0.003980318976947728,-0.003988261529460803,153.80799942016603,149.83059967041015,0.01375680412406274,1,0.0,-0.003980318976947728,-0.003980318976947728,0.03045943026342668,0.26049407756581555
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700,AAPL,0.019790742129842442,0.019597451474395997,154.58099975585938,150.32719970703124,0.014141374755147401,1,0.0,0.019790742129842442,0.019790742129842442,0.05085298712303454,0.28544019081111416
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49501700,AAPL,0.009889881791605992,0.009841296980088399,155.40349960327148,150.87019958496094,0.014040621897441246,1,0.0,0.009889881791605992,0.009889881791605992,0.06124579894603732,0.29815304234841555
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,68749800,AAPL,0.015644205941022005,0.015523096822170946,156.09699935913085,151.4627993774414,0.014079069761072458,1,0.0,0.015644205941022005,0.015644205941022005,0.07784814677879348,0.3184616158858784
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,56976200,AAPL,0.00770166355044366,0.007672157141840555,156.7139991760254,152.02879943847657,0.013980977362621869,1,0.0,0.00770166355044366,0.00770166355044366,0.08614937056375305,0.32861596365560564
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300,AAPL,-0.003249643690696802,-0.003254935249652321,157.41549911499024,152.51919952392578,0.01287984319679022,1,0.0,-0.003249643690696802,-0.003249643690696802,0.0826197721145463,0.3242984351719531
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700,AAPL,-0.011290287513422759,-0.0113545066352627,157.95999908447266,152.94379943847656,0.013168701256799082,1,0.0,-0.011290287513422759,-0.011290287513422759,0.07039668361965679,0.30934672508528593
